INFORMATION

Date:	16/11/2025
Time:	19:06:37
Mode:	GYRO | AXL | MAGN | TIME
Freq:	50 Hz
Gyr FS: 500 dps;	Axl FS: 4 g;	Mag FS: 4 G;	Hdr FS: 100 g

DATA

Timestamp [ms][dev]	Gyr.X	Gyr.Y	Gyr.Z	Axl.X	Axl.Y	Axl.Z	Mag.X	Mag.Y	Mag.Z
1763320018731	21.56	243.95	-19.25	-1351.028	409.554	1490.84	-143.0868	344.636	32.73896
1763320018751	370.195	-97.8075	199.57	-1266.604	661.728	1513.41	-144.1099	315.551	22.06957
1763320018771	547.0675	-442.47	407.8025	-175.558	-787.51	1384.7	-183.7182	221.7188	16.66179
1763320018791	573.37	-561.715	280.56	-909.632	-3593.022	801.418	-229.3189	159.8948	43.40836
1763320018811	573.37	-573.37	-219.1	-3787.124	-3993.304	-2176.846	-283.689	70.8857	155.3639
1763320018831	573.37	-342.195	-210.7	-3996.842	-3223.728	-3984.154	-274.335	62.26249	213.8264
1763320018851	-286.72	290.885	144.2	-2615.558	-2820.884	-3261.914	-286.3198	64.01637	182.8413
1763320018871	-572.8275	549.1325	237.37	-1535.98	-2141.222	-860.344	-287.7813	69.42414	147.91
1763320018891	-450.625	249.3925	189.84	-910.608	-282.308	-400.16	-295.5276	93.39374	105.5247
1763320018911	-407.1025	57.61	246.785	-622.078	108.092	-696.132	-309.1201	110.3478	69.5703
1763320018931	-528.5525	155.3475	271.3375	-295.972	-249.246	-746.396	-316.8664	131.2482	56.41625
1763320018951	-572.4075	454.23	161.0875	-223.626	-758.84	31.354	-299.9123	181.672	10.08477
1763320018971	-573.37	565.0575	-49.245	-539.484	-871.446	710.04	-268.1964	216.4572	-8.184741
1763320018991	-573.37	573.37	-243.81	-1035.536	-899.018	857.172	-191.3183	289.9737	-1.315405
1763320019011	-479.01	573.125	-306.46	-1489.01	-215.208	1630.652	-138.556	352.2362	40.19292
1763320019031	-196.175	202.2475	-178.29	-2443.538	728.218	1700.314	-136.9483	368.7518	43.2622
1763320019051	257.6875	-100.3975	228.69	-1837.93	1020.042	1699.338	-135.6328	356.0362	38.00058
1763320019071	525.315	-417.9525	474.215	-330.376	-744.688	1761.07	-141.1868	321.2511	25.285
1763320019091	573.37	-556.0275	354.2	-32.696	-2409.134	987.956	-200.8185	205.9339	23.67729
1763320019111	573.37	-573.37	-111.475	-2254.56	-3965.244	-1082.506	-272.2888	101.5785	102.3093
1763320019131	573.37	-569.6775	-315.5425	-3710.752	-3471.632	-3975.614	-273.6042	71.47033	161.6486
1763320019151	50.3125	56.8225	-68.8625	-3124.542	-2156.35	-3997.208	-269.0734	58.46244	181.3797
1763320019171	-461.09	428.365	135.5025	-1849.52	-2476.478	-2703.032	-269.2195	64.45483	149.6638
1763320019191	-573.37	418.075	129.045	-1021.628	-1274.412	-1069.818	-265.4195	88.13212	91.05524
1763320019211	-573.37	218.575	70.7875	-652.212	-343.674	-647.698	-257.6732	129.9328	42.53142
1763320019231	-573.37	206.01	71.4875	-348.066	-576.938	-498.98	-256.2116	156.8255	24.99269
1763320019251	-573.37	338.485	-30.38	-238.998	-737.368	193.248	-233.4113	220.6957	4.384683
1763320019271	-573.37	418.145	-176.2425	-568.398	-726.754	525.698	-207.6878	254.7501	-2.192341
1763320019291	-549.0625	458.115	-254.1875	-993.08	-598.776	701.866	-172.0257	321.1049	8.184741
1763320019311	-401.1175	348.6175	-237.9125	-1448.262	-175.07	974.414	-158.5794	345.0745	32.15434
1763320019331	-170.38	164.92	-87.9025	-1847.69	416.996	1245.742	-142.9407	380.152	48.81613
1763320019351	143.9375	-24.7275	175.4025	-1544.886	433.344	1541.226	-137.2406	375.6212	48.81613
1763320019371	487.13	-271.285	354.8125	-768.6	-333.426	1544.886	-135.779	353.5516	40.92371
1763320019391	573.37	-514.5	331.625	-315.004	-1232.81	930.494	-168.9564	280.1812	11.69249
1763320019411	573.37	-573.37	140.63	-631.96	-2193.072	-767.014	-192.6337	226.5419	12.86174
1763320019431	573.37	-544.075	-72.4325	-1201.456	-2187.094	-3973.174	-255.3347	133.1482	56.5624
1763320019451	119.07	13.16	-103.0575	-1641.876	-1369.084	-3997.208	-258.5501	104.6478	85.79362
1763320019471	-384.7025	349.3175	-72.5025	-1256.478	-1172.054	-3877.282	-246.7115	111.3709	68.40105
1763320019491	-554.995	321.8425	-81.2525	-1129.72	-654.286	-2405.962	-217.6264	147.1792	38.43905
1763320019511	-573.23	239.925	-52.5875	-932.934	-423.34	-1610.644	-207.1032	170.5641	24.11576
1763320019531	-573.37	284.375	-37.52	-644.282	-739.93	-792.756	-188.3952	223.9111	2.923122
1763320019551	-573.37	307.2475	-93.0125	-415.288	-586.088	119.072	-163.2563	285.4428	13.73867
1763320019571	-566.3875	281.68	-156.2925	-646.112	-608.048	390.766	-150.1023	315.1125	26.3081
1763320019591	-464.905	273.0875	-184.485	-893.894	-506.422	510.692	-135.1944	368.3134	57.00087
1763320019611	-333.41	311.815	-164.1675	-1104.1	-441.762	697.596	-128.6174	385.5598	74.10114
1763320019631	-165.585	265.755	-88.6725	-1361.276	-161.406	1121.912	-117.2172	410.8448	105.2324
1763320019651	45.8325	57.9775	63.0525	-1793.644	243.878	1326.75	-110.6402	417.7141	108.594
1763320019671	388.115	-101.92	336.28	-1402.756	576.816	1594.662	-108.3017	406.0216	106.2555
1763320019691	550.9875	-343.63	533.33	-272.304	-412.726	1940.776	-100.5554	346.3899	65.33177
1763320019711	573.37	-533.4175	517.4925	414.434	-2391.322	587.674	-109.9094	289.2429	44.28529
1763320019731	573.37	-573.37	120.1725	-1425.936	-3983.91	-937.204	-190.0029	151.2715	58.60859
1763320019751	573.37	-573.37	-172.865	-3622.302	-3996.354	-3974.516	-218.3572	100.2631	107.5709
1763320019771	171.395	33.4425	-0.2275	-3017.426	-2689.124	-3997.208	-222.3034	64.16252	194.2414
1763320019791	-420.735	351.47	151.2525	-991.616	-2737.924	-2708.034	-229.1727	64.45483	169.6872
1763320019811	-573.37	415.8875	64.085	-348.188	-1786.202	-806.786	-226.6881	71.17802	132.1251
1763320019831	-573.37	224.35	-67.2175	-340.746	-615.124	-360.51	-216.1649	110.0555	75.70885
1763320019851	-573.37	141.26	-78.75	-336.476	-455.182	-305.732	-211.9263	139.4329	51.5931
1763320019871	-573.37	237.5975	-127.1375	-330.01	-823.134	186.782	-199.7954	197.1646	19.43876
1763320019891	-573.37	341.985	-231.9275	-514.352	-887.672	472.506	-175.095	258.8424	9.792458
1763320019911	-573.37	341.985	-231.9275	-514.352	-887.672	472.506	-157.7024	292.4583	24.99269
1763320019931	-514.1325	408.31	-309.575	-846.436	-767.99	536.678	-128.325	351.3592	47.20842
1763320019951	-356.86	319.935	-277.55	-1447.652	-299.022	581.452	-126.5712	367.4364	61.09325
1763320019971	-139.8775	150.3425	-90.0025	-2070.584	403.942	639.768	-119.2634	382.052	73.95498
1763320019991	152.7575	-17.08	240.065	-1630.53	628.056	1010.404	-117.071	347.9977	50.71616
1763320020011	487.8825	-257.8275	504.385	-516.548	85.766	1328.702	-121.748	303.7123	42.38527
1763320020031	573.37	-511.175	508.8825	118.218	-1708.366	324.032	-188.8337	184.3028	40.33908
1763320020051	573.37	-573.37	198.2225	-860.344	-2985.584	-2743.658	-226.2496	128.1789	72.78573
1763320020071	560.4375	-465.2375	-92.505	-2248.582	-3183.346	-3988.546	-240.7191	90.76293	101.7246
1763320020091	-283.1325	175.175	3.9025	-1998.482	-2034.106	-3997.208	-233.9959	119.1172	63.13943
1763320020111	-570.7975	374.4475	55.0725	-641.964	-1801.94	-2319.098	-217.1879	147.033	38.2929
1763320020131	-573.37	274.2775	-47.0225	-220.454	-1239.642	-700.524	-200.6723	220.5495	2.046185
1763320020151	-573.37	225.9775	-152.25	-186.904	-1060.18	-85.644	-186.7875	265.4195	-0.7307804
1763320020171	-573.37	243.8975	-223.055	-602.192	-995.52	693.936	-166.9102	346.2438	22.50804
1763320020191	-572.215	189.1225	-257.6525	-968.314	-873.886	1087.142	-163.841	400.6138	53.93159
1763320020211	-403.3925	151.095	-235.655	-1382.016	-672.098	805.81	-159.8948	419.468	64.74715
1763320020231	-227.9725	157.7975	-130.06	-1609.79	-455.548	757.01	-153.61	434.0836	86.23209
1763320020251	-91.49	80.0625	19.1975	-1753.506	-96.868	821.792	-158.1409	436.1298	88.27827
1763320020271	43.26	-11.515	210.8225	-1654.32	30.134	835.7	-142.356	424.5834	80.97047
1763320020291	244.755	-116.4975	403.13	-1053.348	-179.828	1093.364	-129.9328	413.0371	69.71645
1763320020311	505.19	-275.905	495.075	-326.96	-321.47	1129.72	-129.202	353.6977	30.25431
1763320020331	573.37	-509.9675	473.235	262.91	-842.898	669.17	-181.9643	237.6498	10.66939
1763320020351	573.37	-573.37	269.57	-13.298	-2250.29	-472.994	-221.5726	169.8334	35.07746
1763320020371	573.37	-573.37	-148.435	-2053.138	-3982.812	-3372.324	-268.3426	77.90119	137.0944
1763320020391	398.23	-197.575	-265.265	-3904.976	-2227.232	-3993.548	-264.1041	67.2318	156.9716
1763320020411	-345.1175	319.48	59.8325	-2293.6	-2234.43	-3997.208	-262.3502	77.75504	109.1786
1763320020431	-573.37	453.705	105.42	-944.646	-1969.08	-1889.658	-248.4653	123.0634	49.98538
1763320020451	-573.37	282.0825	5.705	-242.536	-858.026	-861.32	-237.796	149.3715	21.19263
1763320020471	-573.37	203	-73.255	-211.914	-804.224	-352.702	-214.9956	227.7112	-5.261619
1763320020491	-573.37	205.94	-127.225	-591.212	-1001.62	138.958	-208.2724	269.9503	-13.3002
1763320020511	-573.37	329.8225	-201.565	-789.828	-1243.912	612.562	-179.3335	350.4823	22.36188
1763320020531	-573.37	435.0675	-264.845	-1088.85	-1011.38	916.464	-157.8486	409.5294	65.9164
1763320020551	-469.875	349.615	-235.585	-1568.188	-627.202	1158.024	-153.9024	431.5989	82.72434
1763320020571	-228.76	191.5375	-68.2675	-1819.142	-236.558	989.054	-148.7869	445.1914	103.917
1763320020591	83.615	-11.655	190.8725	-1436.55	-145.668	1134.478	-144.6945	443.1453	102.1631
1763320020611	425.32	-262.6925	383.985	-1102.392	-306.098	919.148	-133.4405	408.9447	71.76264
1763320020631	558.11	-500.0975	494.5675	-732.366	-217.77	494.222	-154.0485	327.3896	11.25402
1763320020651	573.37	-569.3975	488.425	-86.376	-1337.364	465.064	-193.0722	267.758	-4.530838
1763320020671	573.37	-573.37	57.5925	-1780.59	-3952.068	-1829.756	-301.8123	131.2482	70.15492
1763320020691	547.855	-553.5075	-330.5575	-3637.674	-1950.292	-3981.47	-311.4586	93.83221	114.2941
1763320020711	-293.825	272.615	7	-2765.74	-794.22	-3997.208	-297.2815	96.75533	81.40894
1763320020731	-572.9675	474.67	168.1225	-1775.1	-1231.834	-1938.092	-283.8351	120.7249	55.53931
1763320020751	-573.37	329.56	135.835	-1027.606	-678.442	-726.754	-268.3426	173.6334	2.776966
1763320020771	-573.37	275.2225	103.39	-501.42	-463.234	-373.686	-244.9576	236.919	-14.46945
1763320020791	-573.37	308.455	49.56	-386.008	-443.226	224.48	-228.7343	271.2657	-19.14645
1763320020812	-573.37	413	-45.22	-623.786	-774.578	657.092	-191.4645	339.6667	4.384683
1763320020831	-573.37	540.9775	-139.545	-1090.436	-676.002	1327.482	-174.0719	373.4288	24.84653
1763320020851	-389.0425	472.605	-143.15	-1292.224	-330.62	1645.048	-140.456	415.5218	72.63957
1763320020871	-53.095	190.05	-20.6675	-1652.49	151.158	1651.758	-132.8559	423.7065	83.16281
1763320020891	306.075	-172.0775	203.8575	-1549.156	191.418	1267.092	-135.9252	417.4218	71.32417
1763320020911	528.885	-393.225	388.9025	-673.44	-69.662	976.854	-143.5253	360.7132	25.13885
1763320020931	573.37	-539.035	389.235	176.534	-629.642	517.646	-161.7948	314.674	3.800058
1763320020951	573.37	-573.37	157.22	-447.13	-2374.608	253.394	-241.3037	189.8568	13.88483
1763320020971	573.37	-573.37	-310.8175	-2947.154	-3983.788	-2036.546	-303.42	81.40894	130.0789
1763320020991	573.37	-302.9075	-279.895	-3624.254	-1934.554	-3983.056	-296.9892	59.04706	184.3028
1763320021011	-282.9925	315.07	47.7575	-2109.99	-1613.328	-3251.788	-292.6045	58.02397	173.0488
1763320021031	-572.1975	552.825	107.0825	-1450.946	-1739.232	-1434.232	-291.2891	67.67027	132.2713
1763320021051	-573.37	490.875	21.105	-1081.896	-937.57	-350.384	-268.9272	104.7939	61.53171
1763320021071	-573.37	341.565	-14.0875	-901.824	-342.698	-358.802	-247.8807	146.0099	20.60801
1763320021091	-534.275	289.24	-23.66	-683.688	-158.6	-301.706	-233.9959	163.6948	9.500146
1763320021111	-509.3725	307.195	-66.0975	-507.032	-146.644	6.344	-206.6647	212.6571	-1.607717
1763320021131	-464.415	342.825	-142.345	-484.218	-130.052	268.4	-191.7568	238.2344	-2.923122
1763320021151	-374.2375	347.13	-198.94	-643.306	7.564	403.942	-160.1871	283.5428	14.17714
1763320021171	-232.12	215.7225	-157.885	-1098.854	289.628	471.896	-147.7638	295.8199	15.20023
1763320021191	-22.575	54.3375	22.4	-1419.836	643.428	329.4	-136.5098	320.228	23.09266
1763320021211	245.945	-99.225	269.605	-1009.794	576.938	345.504	-136.9483	302.5431	20.3157
1763320021231	509.18	-303.975	419.0025	-146.644	-19.276	174.704	-142.2099	274.7734	15.20023
1763320021251	573.37	-519.9425	338.3975	190.93	-889.136	-1141.92	-191.9029	196.1415	23.09266
1763320021271	573.37	-477.365	135.3625	-163.846	-832.772	-3660.854	-217.9187	151.5639	33.90821
1763320021291	185.9375	-69.475	33.3725	-342.454	-405.162	-3995.744	-249.05	108.1555	69.13183
1763320021312	-341.7925	238.4725	-29.3475	-139.202	-368.562	-3216.774	-234.4344	117.3633	47.64688
1763320021332	-548.73	314.405	-115.2025	-152.866	-208.62	-1953.098	-224.2034	136.9483	35.22362
1763320021352	-573.37	263.935	-170.6425	-265.472	79.788	-1187.548	-192.7799	186.6413	15.93101
1763320021372	-567.8925	190.1725	-178.4125	-270.596	142.74	-664.412	-180.2104	211.9263	9.061677
1763320021392	-530.6525	139.1425	-181.8075	-324.642	41.846	-258.152	-159.6024	266.881	0.8769366
1763320021412	-498.5225	143.01	-206.2025	-431.758	-135.542	90.89	-148.9331	323.5896	9.35399
1763320021432	-477.4525	200.585	-237.9475	-656.116	-294.264	373.686	-144.5484	347.2669	27.03888
1763320021451	-421.26	300.0025	-251.4575	-1032.852	-498.004	552.538	-138.8483	395.3522	65.33177
1763320021471	-295.575	344.295	-190.6625	-1255.014	-369.172	716.14	-134.1713	409.5294	78.48582
1763320021491	-92.0325	171.955	-41.58	-1733.986	56.12	813.74	-128.7635	430.1374	103.917
1763320021511	149.45	-36.575	228.375	-1810.602	332.328	704.306	-121.6019	428.822	98.21689
1763320021531	463.5575	-169.6275	506.1	-779.214	427.488	904.752	-111.9556	407.9216	84.33206
1763320021551	566.965	-428.505	573.37	250.832	90.768	814.472	-99.23998	332.7974	46.03917
1763320021571	573.37	-556.4475	530.25	737.002	-2338.008	512.522	-121.0172	270.0964	20.02338
1763320021591	573.37	-573.37	16.31	-1317.356	-3983.544	-2739.144	-212.511	128.0327	59.63168
1763320021611	573.37	-307.5275	-206.745	-3282.776	-2529.426	-3988.546	-237.6498	60.50862	163.9871
1763320021631	-279.3525	107.73	40.3375	-1721.054	-1942.118	-3997.208	-231.5112	58.31628	172.1719
1763320021651	-570.9725	343.0525	116.6025	-620.858	-2136.342	-1434.72	-234.2882	73.07804	105.3785
1763320021671	-573.37	257.285	6.545	-220.576	-1119.594	-214.964	-229.6112	95.29377	79.80122
1763320021691	-573.37	170.2575	-45.7625	-661.972	-406.626	-236.68	-212.0725	141.7714	24.84653
1763320021711	-573.37	200.8475	-27.7375	-806.176	-434.32	111.752	-207.9801	172.9026	9.792458
1763320021731	-573.37	290.1325	-29.8025	-836.798	-560.102	929.396	-186.7875	235.3113	-3.800058
1763320021751	-573.37	290.1325	-29.8025	-836.798	-560.102	929.396	-161.5025	297.5738	2.776966
1763320021771	-387.17	272.79	-22.505	-1067.622	-20.984	2066.314	-156.387	310.4355	14.17714
1763320021791	172.0775	7.245	97.335	-960.75	312.686	2389.126	-159.7486	282.0812	3.36159
1763320021812	514.5	-412.9125	199.3075	-700.402	-469.334	1270.996	-180.2104	236.7729	2.338497
1763320021832	573.37	-561.3125	163.1525	-691.13	-1325.164	-214.964	-246.4192	137.9713	40.48524
1763320021852	573.37	-573.37	9.6075	-770.186	-2408.89	-2537.844	-274.4811	77.17042	127.1558
1763320021872	448.49	-291.9525	-152.6	-1453.02	-1888.438	-3986.96	-268.9272	68.5472	139.7252
1763320021892	-273.63	191.03	-75.145	-1319.43	-1524.512	-3997.208	-255.0424	79.65507	88.57059
1763320021912	-555.1875	336.4025	-39.095	-857.294	-1260.26	-2840.282	-244.373	103.1862	65.77024
1763320021932	-573.37	312.025	-78.715	-425.414	-1031.754	-1468.88	-217.7726	163.841	21.6311
1763320021952	-573.37	324.52	-161.8925	-351.97	-1170.59	-584.136	-186.2029	246.5653	-6.430868
1763320021972	-573.37	358.68	-267.505	-489.098	-1184.376	183.122	-165.741	291.4352	2.192341
1763320021992	-573.37	365.1375	-361.34	-840.702	-1283.806	565.592	-142.5022	373.4288	34.9313
1763320022012	-531.9825	375.8125	-394.0475	-1231.468	-1161.196	648.552	-137.3867	398.7138	59.19321
1763320022032	-339.6575	326.1475	-323.26	-1582.828	-857.294	820.206	-140.1637	431.3066	88.8629
1763320022051	-105.525	123.8125	-127.47	-2198.074	-205.936	548.146	-136.9483	432.4759	99.5323
1763320022071	103.2675	-35.0525	222.355	-2016.782	-37.698	462.624	-130.6635	427.7989	86.96288
1763320022091	367.92	-148.6275	510.0725	-994.056	-175.436	906.46	-108.8863	375.0365	60.80093
1763320022111	539.91	-372.8025	573.37	-137.616	-114.436	925.858	-115.9018	329.7281	36.24671
1763320022131	573.37	-539.6825	573.37	290.97	-1566.236	380.396	-178.4566	194.3876	23.53113
1763320022151	573.37	-573.37	218.505	-1133.136	-3977.444	-1272.216	-235.6036	121.8942	77.60888
1763320022171	573.37	-568.9075	-157.85	-3102.704	-3996.354	-3977.078	-252.5577	60.80093	188.249
1763320022191	-91.945	44.6075	30.835	-2328.736	-2083.272	-3997.208	-258.8424	61.97018	160.1871
1763320022211	-508.515	358.1375	145.775	-859.002	-2424.75	-2681.804	-260.8886	70.30108	116.9249
1763320022231	-573.37	354.41	43.925	-258.884	-1403.732	-718.092	-242.9114	116.6326	43.99298
1763320022251	-573.37	241.08	-84.875	-307.928	-748.958	-344.406	-232.9728	148.9331	19.87723
1763320022271	-573.37	272.79	-149.9575	-665.266	-917.074	34.404	-213.0956	225.9573	-8.915522
1763320022291	-573.37	401.7125	-220.57	-878.034	-1275.022	547.902	-172.1719	304.5893	6.138556
1763320022312	-573.37	515.7775	-308.56	-1138.626	-1280.146	832.772	-155.0716	341.1283	20.02338
1763320022332	-445.06	462.63	-297.745	-1546.838	-806.176	999.18	-135.779	393.306	64.01637
1763320022352	-134.4175	243.7925	-107.94	-1896.002	19.52	1029.924	-128.0327	402.5139	68.40105
1763320022372	246.0675	-83.4225	230.965	-1934.798	479.948	984.662	-118.3864	386.1444	58.9009
1763320022392	515.8475	-368.3925	511.0875	-828.868	653.188	894.138	-135.0482	310.2894	21.04648
1763320022412	573.37	-538.5975	573.265	730.78	-761.158	-69.052	-161.3563	247.8807	12.71558
1763320022432	573.37	-573.37	258.3525	904.142	-2628.978	-1918.694	-238.5267	119.848	61.67787
1763320022452	573.37	-573.37	-173.9325	-1513.044	-2497.34	-3982.202	-258.1117	83.89359	101.4323
1763320022472	-47.1975	-40.4425	-186.7775	-1866.478	-1552.328	-3997.208	-244.9576	78.33966	117.948
1763320022492	-493.5875	193.235	-114.065	-881.572	-2007.754	-2498.56	-225.5188	110.9325	54.95469
1763320022512	-573.37	227.85	-187.915	-472.75	-1909.666	-622.2	-212.511	142.2099	28.50044
1763320022532	-573.37	180.39	-282.8175	-763.476	-1627.846	-103.456	-189.5645	220.1111	3.215434
1763320022552	-573.37	162.1025	-297.4475	-1113.86	-1373.232	214.964	-180.3566	259.8655	-0.4384683
1763320022572	-573.37	158.1125	-264.3725	-1416.176	-1462.048	356.972	-168.518	328.4127	21.04648
1763320022592	-501.9175	183.3125	-211.12	-1381.528	-1267.214	358.924	-162.964	350.4823	26.60041
1763320022612	-407.1375	190.295	-123.7425	-1503.528	-843.386	478.24	-150.5408	391.406	48.08535
1763320022632	-290.6225	139.8425	22.785	-1454.24	-448.594	604.388	-141.4791	414.0602	76.14732
1763320022652	-122.5	44.905	205.3275	-1217.804	-207.644	774.212	-134.6098	409.237	81.11663
1763320022671	117.4425	-49.6825	371.2975	-825.574	-39.528	958.31	-120.4326	393.4522	72.20111
1763320022691	458.6225	-206.85	503.3525	-233.996	399.062	1012.6	-115.4633	374.0134	56.85472
1763320022711	567.7525	-460.04	563.6225	220.82	-184.098	702.11	-124.9635	293.9199	29.37737
1763320022731	573.37	-562.4325	440.16	332.694	-2581.398	-25.742	-202.1339	158.8717	38.14674
1763320022751	573.37	-573.37	-21.105	-1619.184	-3985.374	-3967.318	-238.0883	101.2862	86.96288
1763320022771	234.2025	29.225	-65.9925	-2305.678	-1080.92	-3997.208	-243.6422	66.93949	148.9331
1763320022791	-399.7875	359.1525	43.19	-925.858	-2251.998	-3895.948	-240.7191	70.8857	123.9404
1763320022812	-573.37	451.5175	-39.9525	-570.594	-1789.618	-1769.854	-223.3265	115.7556	51.44694
1763320022832	-573.37	393.925	-183.365	-804.59	-1398.73	-718.336	-178.4566	196.4338	24.11576
1763320022852	-573.37	385.4025	-225.61	-1223.782	-1415.078	57.706	-160.7717	242.7653	15.93101
1763320022872	-573.37	378.5775	-214.6375	-1358.836	-1398.852	647.576	-128.0327	329.2897	43.11605
1763320022892	-539.1925	283.78	-141.7325	-1606.984	-795.562	1225.856	-116.9249	359.6901	63.43174
1763320022912	-166.53	74.375	43.33	-1569.042	15.616	1505.114	-109.3248	388.3367	85.64747
1763320022932	349.4225	-198.5725	305.0075	-786.656	633.668	1345.05	-112.2479	354.867	58.60859
1763320022952	550.375	-497.455	443.87	-20.862	-190.442	1026.874	-123.2096	324.6127	31.71587
1763320022972	573.37	-573.37	302.085	270.352	-1397.51	-1286.49	-175.5335	208.2724	21.6311
1763320022992	573.37	-573.2825	73.1325	-356.728	-1557.33	-3900.462	-211.9263	157.5563	45.89301
1763320023012	356.3875	-244.2125	-50.295	-833.748	-1234.152	-3997.208	-231.5112	95.29377	85.50131
1763320023032	-359.065	162.3825	-57.4	-396.622	-1186.084	-3997.208	-232.8266	94.8553	63.43174
1763320023052	-573.37	304.745	-156.4325	-67.466	-1286.49	-2113.65	-202.7185	131.9789	39.75446
1763320023072	-573.37	277.5325	-278.635	-208.864	-962.824	-745.664	-174.2181	205.7878	5.9924
1763320023092	-573.37	219.73	-345.3975	-410.286	-881.206	-13.542	-159.3101	251.9731	-0.4384683
1763320023112	-573.37	217.385	-379.295	-665.51	-1035.78	397.354	-148.0561	336.4513	31.13125
1763320023132	-555.94	242.97	-379.6275	-976.61	-1071.404	577.06	-149.9561	373.575	45.6007
1763320023152	-367.9375	231.3675	-312.1125	-1302.716	-729.56	719.922	-148.6407	417.4218	84.77053
1763320023172	-135.45	173.9675	-167.685	-1550.01	-405.162	686.372	-150.6869	439.199	103.4785
1763320023192	52.6925	81.9	26.3025	-1600.274	-138.104	497.882	-152.0023	443.2914	105.6709
1763320023212	190.925	12.9675	219.5375	-1420.446	198.25	243.268	-141.9176	434.2297	91.49371
1763320023232	327.4425	-15.82	385.6825	-655.506	1053.104	170.8	-132.2713	422.9757	83.74744
1763320023252	509.67	-117.915	505.015	99.918	1210.362	73.2	-114.7325	378.9827	62.70096
1763320023272	569.7475	-330.1725	509.2325	855.464	377.834	27.694	-115.9018	305.9047	32.3005
1763320023291	573.37	-527.59	327.915	312.564	-1686.894	-475.068	-138.9944	255.1885	27.18503
1763320023312	573.37	-572.985	-17.64	-1301.008	-2306.654	-3850.686	-202.4262	150.9792	44.72376
1763320023332	255.5525	-133.035	-77.315	-1499.014	-1165.832	-3997.208	-211.3417	113.5633	69.27798
1763320023352	-392.6825	51.7475	-62.58	-1062.986	-1308.084	-2904.942	-211.0494	109.9094	63.5779
1763320023372	-573.37	132.5275	-78.33	-660.142	-1391.41	-1129.354	-205.6416	164.5718	21.6311
1763320023392	-573.37	136.29	-134.715	-564.86	-1134.234	-295.362	-191.026	198.7723	6.284712
1763320023412	-573.37	122.1675	-163.5375	-737.978	-803.98	-40.626	-177.1412	281.0582	4.092371
1763320023432	-573.37	168.0875	-170.835	-907.314	-859.002	182.878	-168.8103	314.8202	4.676995
1763320023452	-573.37	248.745	-177.0825	-998.082	-810.69	466.284	-157.9947	380.7366	36.24671
1763320023472	-547.89	277.7425	-162.96	-1188.89	-859.612	626.226	-142.9407	423.8527	83.74744
1763320023492	-405.055	202.1075	-77.945	-1543.666	-319.396	733.83	-143.5253	438.6144	111.8094
1763320023512	-195.9125	78.6975	124.7575	-1515.85	44.896	732.61	-145.8638	456.4455	135.9252
1763320023532	56	-62.545	351.295	-1028.948	5.002	801.784	-135.9252	455.4224	143.8176
1763320023552	344.1375	-215.95	506.7825	-499.834	141.886	727.608	-114.5864	431.1605	127.5943
1763320023572	534.625	-355.075	565.075	353.19	605.608	508.252	-102.7477	405.1447	103.1862
1763320023592	534.625	-355.075	565.075	1013.82	605.608	310.368	-100.4092	333.0897	53.34697
1763320023612	573.37	-527.17	561.96	1013.82	-454.816	310.368	-158.287	212.0725	27.76966
1763320023632	573.37	-573.37	238.315	140.056	-2923.852	-1378.966	-203.5954	152.7331	47.35457
1763320023652	573.37	-558.2675	-146.0025	-1551.352	-2256.634	-3977.932	-219.9649	92.95527	101.8708
1763320023672	125.7725	-22.225	-113.5225	-1582.828	-1193.282	-3997.208	-213.8264	85.64747	96.46302
1763320023692	-435.9425	228.305	-21.245	-992.226	-1481.08	-3137.108	-201.5492	118.2403	52.17772
1763320023712	-573.37	275.24	-47.0925	-472.262	-1199.016	-1267.092	-179.9181	172.4642	24.70038
1763320023732	-573.37	177.905	-112.2625	-468.724	-701.744	-648.186	-171.4411	201.1108	10.66939
1763320023752	-573.37	106.155	-113.9775	-628.178	-324.886	-368.684	-164.1333	256.0655	0.1461561
1763320023772	-571.4975	114.7825	-90.8775	-539.85	-281.454	-10.858	-157.8486	280.6197	2.63081
1763320023792	-542.15	158.445	-111.4225	-564.982	-447.252	306.586	-137.679	327.8281	21.19263
1763320023812	-494.4975	227.9025	-147.84	-758.108	-435.418	441.762	-129.0558	370.9442	52.47004
1763320023832	-408.275	286.195	-132.615	-1021.018	-186.172	698.572	-123.5019	385.1213	72.20111
1763320023852	-224.4725	223.125	-24.29	-1324.066	4.514	1011.868	-110.6402	397.5446	95.29377
1763320023872	113.155	5.775	167.3525	-1268.8	491.05	1340.902	-106.8401	390.8214	81.84741
1763320023892	482.055	-280	383.7575	-710.406	370.88	1259.04	-112.8325	333.8205	39.90061
1763320023912	573.37	-518.5425	454.1425	1.708	-594.262	-129.32	-163.4025	215.8725	23.38497
1763320023932	573.37	-573.37	293.9825	628.788	-1693.726	-3070.74	-199.9415	154.9254	41.06986
1763320023952	573.37	-573.37	-34.7375	-363.072	-2439.512	-3991.108	-223.1803	92.22449	87.10903
1763320023972	-157.6575	-57.855	-138.7925	-1029.68	-1004.914	-3997.208	-217.4803	101.4323	74.5396
1763320023992	-530.4075	182.4025	-136.71	-487.268	-1500.234	-2391.932	-202.7185	158.1409	15.6387
1763320024012	-573.37	199.0275	-212.31	-250.344	-1689.578	-483.242	-189.5645	210.1725	8.330897
