INFORMATION

Date:	16/11/2025
Time:	19:06:37
Mode:	GYRO | AXL | MAGN | TIME
Freq:	50 Hz
Gyr FS: 500 dps;	Axl FS: 4 g;	Mag FS: 4 G;	Hdr FS: 100 g

DATA

Timestamp [ms][dev]	Gyr.X	Gyr.Y	Gyr.Z	Axl.X	Axl.Y	Axl.Z	Mag.X	Mag.Y	Mag.Z
1763320008229	-299.215	334.4775	-58.905	-2679.364	-712.48	323.544	-198.3338	480.9997	158.8717
1763320008249	-164.115	252.35	65.9225	-1941.264	-684.054	633.668	-190.5875	483.6305	171.5872
1763320008269	39.305	87.8325	180.425	-1934.798	-313.052	1157.78	-180.3566	476.9073	179.1874
1763320008289	337.2425	-150.9025	315.7875	-1697.996	-347.822	1365.668	-160.4794	465.9456	148.7869
1763320008309	534.485	-441.315	472.0275	-1304.302	-599.264	1484.496	-147.7638	446.653	119.848
1763320008329	573.37	-559.2825	530.1625	-760.67	-2759.03	560.712	-157.4101	366.4133	21.33879
1763320008349	573.37	-573.37	254.7125	-1898.686	-3986.838	-2086.566	-203.157	295.8199	-8.623209
1763320008369	573.37	-573.37	25.585	-2583.838	-3996.354	-3983.422	-305.4662	142.7945	51.88541
1763320008389	315.2975	-23.135	34.7375	-1891.976	-385.52	-3997.208	-326.2204	100.4092	103.4785
1763320008409	-372.75	470.1375	-2.0475	-733.952	-2781.478	-3897.412	-323.8819	92.95527	86.37825
1763320008429	-573.37	456.8725	-139.7725	-1095.56	-1354.2	-1638.582	-283.2505	150.9792	23.53113
1763320008449	-573.37	237.93	-211.96	-667.462	-208.986	-1457.9	-265.5656	181.5259	5.115463
1763320008469	-573.37	379.225	-255.2725	-374.418	-1845.86	-1121.058	-236.6267	270.8272	-19.14645
1763320008489	-573.37	541.66	-433.16	-716.018	-3130.764	54.534	-216.7495	325.4896	1.900029
1763320008509	-573.37	573.37	-552.265	-1687.016	-3174.562	48.312	-181.0874	433.0605	87.54749
1763320008529	-461.195	464.38	-516.495	-3977.078	-1742.77	-453.474	-199.3569	477.7842	158.4332
1763320008549	-339.815	164.4125	-119.3325	-3997.208	-242.658	-193.248	-215.4341	484.9459	176.5565
1763320008569	-116.1825	-121.135	374.4825	-2770.376	-890.844	853.756	-204.4724	482.7536	195.2645
1763320008589	243.9675	-348.705	554.3475	-1031.632	-1192.794	1687.26	-179.772	478.8073	194.2414
1763320008609	515.62	-530.705	573.37	-222.162	-1092.876	1418.006	-126.2789	445.9222	147.7638
1763320008629	573.37	-573.37	573.37	285.602	-2932.636	570.594	-126.2789	364.3671	33.76205
1763320008649	573.37	-573.37	-75.6875	-2481.48	-3988.18	-3729.662	-175.5335	290.8506	-10.81555
1763320008669	573.37	-298.48	-347.3225	-3004.616	-614.392	-3996.354	-314.5279	144.8407	37.41596
1763320008689	-286.72	378.3675	-144.655	-2506.978	-2008.486	-3997.208	-312.3356	120.7249	47.9392
1763320008709	-573.37	452.6025	-98.735	-1656.638	-1704.95	-2490.63	-261.0348	174.9488	4.969307
1763320008729	-573.37	345.3275	-118.685	-863.76	-1641.144	-1165.1	-221.1342	251.6808	-4.238526
1763320008749	-573.37	347.62	-168.7525	-1011.868	-2030.812	-722.24	-205.3493	297.8661	-4.092371
1763320008769	-573.37	518.63	-239.645	-1339.682	-2678.876	175.314	-175.6796	383.8059	45.30839
1763320008789	-573.37	573.3	-303.695	-2763.056	-3042.802	687.714	-165.1564	421.368	90.32446
1763320008809	-573.37	573.3	-303.695	-2763.056	-3042.802	687.714	-167.0564	466.9687	168.8103
1763320008829	-549.185	409.465	-136.2025	-3988.79	-2449.76	1158.146	-161.7948	470.6226	217.3341
1763320008849	-239.4875	28.1575	256.6025	-3720.146	-1833.782	1944.07	-143.233	455.8608	207.1032
1763320008869	207.795	-330.5575	521.885	-1601.25	-2018.246	2106.818	-94.12452	420.4911	146.4484
1763320008889	510.895	-533.5225	573.37	58.438	-1781.444	1783.64	-86.67056	378.8366	96.46302
1763320008909	573.37	-573.37	573.37	1640.412	-3371.348	1049.322	-165.8872	242.4729	9.646302
1763320008929	573.37	-573.37	-233.38	-3487.614	-3991.596	-3050.488	-256.9424	161.9409	31.13125
1763320008949	573.37	-374.115	-554.575	-3994.524	-2168.184	-3990.986	-272.1426	67.37795	119.2634
1763320008969	-286.72	213.64	-25.3575	-3997.208	-2647.522	-3997.208	-263.8117	108.0093	47.20842
1763320008989	-573.37	358.9775	342.0375	-2033.008	-3112.708	-2464.644	-256.5039	138.1175	24.11576
1763320009009	-573.37	255.99	300.335	-263.398	-2488.068	-947.208	-250.95	210.7571	-7.746273
1763320009029	-573.37	328.895	146.09	166.408	-2528.328	-656.238	-235.7498	254.4577	-15.05408
1763320009049	-573.37	520.975	-110.9675	-553.392	-3985.008	514.718	-173.195	375.6212	42.23911
1763320009069	-573.37	573.37	-415.275	-2592.378	-3996.354	1309.06	-155.0716	458.1993	153.1716
1763320009089	-573.37	475.195	-323.7325	-3987.448	-3319.864	2080.344	-165.4487	467.5533	189.2721
1763320009109	-268.2225	78.5575	238.42	-3997.208	-2171.356	2381.928	-141.4791	454.6916	190.7337
1763320009129	244.16	-348.1975	531.825	-982.1	-2394.616	2528.694	-117.2172	437.0067	162.0871
1763320009149	525.315	-542.57	573.37	987.102	-1565.138	2253.218	-108.3017	353.1131	70.44724
1763320009169	573.37	-573.37	367.675	1150.094	-3270.21	1287.466	-224.3496	209.0032	5.115463
1763320009189	573.37	-573.37	-355.285	-3958.29	-3990.742	-2190.022	-311.0201	118.5326	70.44724
1763320009209	573.37	-398.23	-377.4925	-3997.208	-3398.554	-3984.276	-318.6203	42.96989	154.3408
1763320009229	-286.72	345.1175	231.3325	-3997.208	-3991.718	-3113.562	-318.4741	62.26249	101.2862
1763320009249	-573.37	406.7875	415.7475	-2694.126	-2357.65	169.092	-312.6279	125.9865	40.33908
1763320009269	-566.72	190.4525	419.9125	-422.486	-1317.844	-1181.692	-315.2587	178.4566	10.66939
1763320009289	-571.2	459.2875	313.495	180.56	-2275.788	-864.004	-291.8737	222.3034	-10.23093
1763320009309	-573.37	571.76	23.695	-1491.084	-3911.808	787.022	-197.1646	343.613	20.02338
1763320009329	-573.37	573.37	-258.1425	-2910.92	-3788.71	1057.496	-148.0561	395.2061	75.85501
1763320009349	-503.685	573.37	-349.615	-3922.544	-2850.652	2029.104	-124.9635	444.3145	155.6562
1763320009369	-264.81	125.615	-40.0575	-3997.208	99.064	1475.224	-136.6559	454.2531	178.3104
1763320009389	135.24	-302.4175	446.565	-2458.666	-750.91	2474.038	-112.6863	427.2142	146.8869
1763320009409	491.225	-528.885	573.37	526.43	-1598.2	3164.924	-107.8632	333.5282	52.61619
1763320009429	573.37	-573.37	343.98	-1656.394	-3977.688	371.49	-172.0257	248.7577	14.76176
1763320009449	573.37	-573.37	-363.195	-3980.128	-3996.354	-3964.268	-302.3969	83.60128	118.5326
1763320009469	388.6925	-153.09	-66.7275	-3997.208	-1592.71	-3997.208	-313.9433	59.77784	166.6179
1763320009489	-348.285	426.825	205.1875	-2186.606	-3977.688	-3746.742	-306.7816	88.42443	80.82432
1763320009509	-573.37	573.37	21.8925	-1057.13	-1817.312	-818.864	-256.5039	159.164	19.00029
1763320009529	-573.37	573.37	-117.32	-662.582	-1797.548	-484.95	-230.0497	201.9877	3.653902
1763320009549	-573.37	573.37	-348.8975	-1279.658	-3288.998	445.056	-157.9947	317.0125	32.15434
1763320009569	-573.37	573.37	-534.73	-2770.498	-3412.95	1205.97	-136.3636	365.8287	68.5472
1763320009589	-446.6875	440.125	-406.5075	-3988.912	-1196.088	1867.82	-129.202	432.4759	142.0637
1763320009609	21.4025	-14.2275	274.05	-3997.208	-157.136	2585.79	-112.6863	420.6372	127.7404
1763320009629	470.89	-467.775	550.655	-867.786	-1987.014	3591.68	-102.6016	378.8366	83.45512
1763320009649	573.37	-573.37	572.3725	-764.208	-3980.738	470.31	-172.7565	220.6957	20.75416
1763320009669	573.37	-573.37	137.9175	-3939.136	-3996.354	-3963.536	-241.7422	135.6328	58.75475
1763320009689	236.0925	-66.99	27.6325	-2465.376	-3631.696	-3997.208	-278.7197	63.13943	133.879
1763320009709	-399.1575	455.525	-23.0475	-1385.798	-3993.548	-3997.208	-252.5577	104.3554	66.79333
1763320009729	-573.37	446.5125	-152.0575	1.342	-2765.862	-1302.106	-234.5805	142.2099	30.69278
1763320009750	-573.37	518.0175	-419.965	-116.266	-3779.56	263.032	-181.0874	258.6963	9.207833
1763320009770	-573.37	569.065	-554.365	-2011.78	-3994.768	748.348	-157.2639	331.0435	29.81584
1763320009789	-573.37	573.37	-573.37	-3704.408	-3996.476	1299.422	-152.4408	443.7299	122.9173
1763320009809	-359.24	197.3825	-322.14	-3996.11	-1546.594	927.688	-169.3949	464.7764	153.1716
1763320009829	-45.43	-132.9475	370.475	-3975.248	-505.568	1563.796	-162.6717	460.9763	162.0871
1763320009849	438.9	-435.8725	573.37	-656.726	-315.004	3140.646	-106.5478	415.2294	110.3478
1763320009869	573.37	-558.5825	573.37	948.428	-2976.8	2859.192	-99.82461	353.5516	57.14703
1763320009889	573.37	-573.37	324.7825	-3258.742	-3988.424	-2950.326	-219.3803	166.4718	42.09295
1763320009909	573.37	-383.7225	235.8125	-3992.694	-3779.316	-3990.254	-267.758	88.42443	105.6709
1763320009929	-286.72	188.44	150.255	-1101.05	-3715.266	-3997.208	-284.4197	70.44724	125.2558
1763320009949	-573.37	519.5925	-157.36	202.276	-3994.28	-1334.436	-235.8959	147.6176	24.26191
1763320009969	-573.37	573.37	-492.7125	-789.95	-3037.8	-560.956	-201.4031	203.4493	5.846243
1763320009989	-573.37	573.37	-573.37	-2504.416	-2968.748	-55.144	-152.0023	335.2821	35.36977
1763320010009	-573.37	573.37	-500.185	-3097.092	-3307.542	585.6	-139.2868	393.0137	71.9088
1763320010029	-501.9	375.83	-257.2675	-3501.644	-1908.202	1747.284	-135.6328	453.3762	159.164
1763320010049	-91.2275	-15.6275	235.9175	-3098.922	-487.756	1347.856	-128.7635	457.907	172.4642
1763320010069	401.0825	-371.49	524.09	-1544.764	-318.298	2023.614	-111.9556	433.3528	146.5946
1763320010089	560.6125	-543.55	573.37	207.156	-1292.834	2298.968	-93.83221	352.09	69.86261
1763320010109	573.37	-573.37	485.0475	-1421.788	-3975.37	-82.96	-129.7866	276.9658	30.54662
1763320010129	573.37	-573.37	113.05	-3978.298	-3996.232	-3967.806	-249.9269	109.4709	87.10903
1763320010149	220.675	-153.825	117.9675	-3323.768	-2943.25	-3997.208	-281.6428	59.63168	152.8793
1763320010169	-404.3025	426.58	174.9475	-1443.992	-3988.18	-3997.208	-285.2967	65.47793	122.625
1763320010189	-573.37	523.4775	33.39	-8.174	-2936.174	-1679.086	-256.5039	126.7173	34.49284
1763320010209	-573.37	547.7325	-211.855	55.51	-3250.568	-389.79	-238.0883	177.2873	10.66939
1763320010229	-573.37	570.4125	-499.3625	-1226.1	-3990.62	1186.816	-177.5797	316.5741	15.20023
1763320010250	-573.37	573.37	-573.37	-2979.484	-3996.354	1871.602	-151.71	436.8605	111.8094
1763320010270	-327.39	176.8025	-432.46	-3990.498	-664.656	931.958	-165.3025	464.1917	138.2637
1763320010290	0.175	-165.1475	333.55	-3997.208	-1111.42	1477.054	-167.641	470.1841	144.2561
1763320010310	400.26	-455.2625	573.37	-1069.208	-1740.452	2068.632	-141.9176	454.8377	137.0944
1763320010330	556.64	-562.2225	573.37	487.268	-1323.212	1894.416	-116.7787	380.5905	61.82402
1763320010350	573.37	-573.37	479.2725	-443.348	-3975.614	528.138	-139.8714	320.8126	24.84653
1763320010370	573.37	-573.37	-187.775	-3970.734	-3996.232	-3963.048	-274.4811	159.7486	38.2929
1763320010390	343.4375	-149.3275	-24.9025	-3997.208	-1656.272	-3997.208	-330.4589	75.12423	149.6638
1763320010409	-363.3875	428.085	246.3125	-2460.252	-3093.676	-3729.418	-332.0666	75.70885	130.2251
1763320010429	-573.37	547.2425	209.125	-1478.03	-1710.074	-1306.376	-320.0818	125.1096	52.03157
1763320010449	-573.37	510.9475	155.3125	-1214.998	-1120.814	-1038.22	-306.0508	157.1178	25.72347
1763320010469	-573.37	555.52	77.0525	-943.426	-1693.36	-195.078	-261.4732	236.7729	-10.81555
1763320010489	-573.37	573.37	-108.9375	-1497.062	-1740.818	1199.382	-190.5875	321.9819	8.038585
1763320010509	-498.855	573.37	-209.6675	-2395.348	-1193.648	2065.948	-153.9024	362.6133	40.19292
1763320010529	-159.8275	368.2875	-91.21	-3002.786	-304.39	2304.58	-116.7787	399.0061	93.39374
1763320010549	308.6475	-113.505	295.155	-2781.478	-29.524	2347.524	-111.0786	407.6293	97.77842
1763320010569	537.53	-492.8875	532.3325	-639.036	-1255.99	2187.094	-113.5633	357.2055	52.9085
1763320010589	573.37	-573.37	464.905	-236.436	-3975.004	838.75	-161.2102	236.6267	13.00789
1763320010609	573.37	-573.37	-113.3825	-3969.026	-3996.232	-3238.49	-230.7805	158.287	32.88512
1763320010629	573.37	-401.2925	-122.22	-3997.208	-2826.496	-3992.45	-293.9199	55.10085	177.4335
1763320010649	573.37	-401.2925	-122.22	-3293.634	-2826.496	-3997.208	-291.5814	54.07775	202.7185
1763320010669	-286.72	241.3775	122.1675	-3293.634	-2989.488	-3997.208	-301.0815	62.70096	134.0251
1763320010689	-573.37	443.7125	234.815	-2052.406	-2235.772	-2375.584	-299.3277	107.1324	61.38556
1763320010709	-573.37	347.725	239.3475	-639.89	-1814.872	-1599.786	-296.1122	143.5253	24.55422
1763320010729	-573.37	494.06	150.7625	-485.072	-2959.11	-778.604	-242.3268	260.1578	-12.86174
1763320010750	-573.37	568.5225	-93.3275	-1371.524	-3988.302	665.876	-196.2876	326.805	2.192341
1763320010770	-573.37	573.37	-371.1925	-3006.08	-3533.364	1644.682	-148.7869	425.7527	96.90149
1763320010790	-547.4	479.325	-299.39	-3990.742	-1808.284	2165.134	-149.0792	446.0684	124.525
1763320010810	-179.5675	119.21	217.8225	-3965	-1011.014	2362.408	-121.3096	443.7299	126.425
1763320010830	347.5325	-319.6025	523.7225	-1031.51	-1656.394	2094.374	-105.5247	382.3443	71.9088
1763320010850	550.8825	-537.39	573.37	1007.11	-1623.21	1545.618	-123.0634	330.3127	34.63899
1763320010870	573.37	-573.37	295.3475	98.454	-3950.848	-223.87	-252.4116	187.5183	23.38497
1763320010890	573.37	-573.37	-379.4	-3918.884	-3996.11	-3968.904	-317.1587	121.4557	86.23209
1763320010910	571.4275	-202.125	-387.94	-3997.208	-1624.186	-3997.208	-290.1198	69.42414	145.4253
1763320010930	-197.785	172.9175	-33.81	-3804.204	-1859.402	-3650.972	-291.7275	84.03975	111.0786
1763320010950	-406.4025	202.79	199.3075	-1919.792	-1552.816	-1237.324	-296.2584	97.48611	97.77842
1763320010970	-396.3925	98.8925	241.2375	-745.908	-967.338	-692.106	-311.3125	115.4633	66.50102
1763320010990	-527.135	184.695	193.62	-202.154	-764.452	-753.472	-310.4355	133.002	50.13154
1763320011009	-572.6	485.7825	79.3275	-206.546	-1202.31	-226.798	-274.4811	191.6106	-1.607717
1763320011029	-573.37	573.37	-163.275	-989.054	-1991.162	856.318	-180.9412	277.2581	8.038585
1763320011049	-573.37	573.37	-391.7025	-2173.43	-1684.454	1592.344	-136.2175	320.6664	38.87752
1763320011069	-269.5875	565.67	-311.115	-3012.668	-74.786	2579.202	-103.1862	362.1748	77.60888
1763320011089	196.6475	-68.95	145.0925	-3752.842	856.074	1967.494	-103.3324	349.1669	67.81642
1763320011109	509.635	-488.915	500.6575	-1166.442	-1839.394	1911.984	-132.5636	254.6039	29.962
1763320011129	573.37	-569.73	450.52	-122.854	-3979.64	-987.102	-231.2189	125.4019	72.05495
1763320011149	573.37	-573.37	-3.6925	-1145.58	-3116.856	-3974.882	-255.3347	86.23209	116.1941
1763320011169	134.015	19.775	-88.7075	-1725.934	-1673.108	-3997.208	-243.0576	71.47033	121.0172
1763320011189	-433.195	336.8225	-54.88	-1414.956	-1673.718	-3997.208	-234.7267	87.69365	94.56299
1763320011209	-573.37	353.5175	-41.965	-780.312	-1382.748	-2251.754	-210.6109	132.4174	46.9161
1763320011229	-573.37	330.8025	-104.23	-335.622	-1672.986	-1191.818	-199.5031	166.6179	21.92341
1763320011250	-573.37	396.2525	-218.4175	-507.886	-1922.11	-123.586	-159.4563	251.3885	16.95411
1763320011270	-573.37	500.955	-349.8775	-1108.614	-2289.086	551.562	-123.648	342.0052	56.41625
1763320011290	-573.37	558.2325	-413.49	-1918.938	-1935.286	1104.832	-111.2248	382.929	90.47062
1763320011310	-354.9	309.925	-272.825	-3090.748	-1028.948	1354.932	-113.271	424.5834	128.325
1763320011330	20.9475	-51.5025	148.26	-3322.182	172.02	1210.972	-113.8556	421.8065	119.7018
1763320011350	460.5125	-301.7175	498.05	-1028.582	-489.83	1614.792	-95.00146	377.2289	82.57819
1763320011370	573.37	-518.7	573.37	-275.232	-2570.052	1295.152	-138.4098	256.6501	32.88512
1763320011390	573.37	-573.37	301.98	-674.66	-3985.252	-2213.812	-196.7261	179.3335	33.46975
1763320011410	573.37	-523.39	-110.985	-1958.832	-2608.604	-3984.398	-250.2192	84.18591	116.0479
1763320011430	94.6575	-28.1925	-112.035	-2288.11	-1672.986	-3997.208	-243.9345	73.95498	128.4712
1763320011450	-446.3025	215.565	2.485	-1366.522	-1711.538	-3816.526	-233.119	92.37064	97.1938
1763320011470	-573.37	164.0625	17.815	-333.792	-1310.28	-1895.148	-220.6957	128.1789	47.64688
1763320011490	-573.37	108.64	-44.8525	87.23	-1204.018	-1283.684	-218.3572	153.7562	25.43116
1763320011510	-573.37	185.57	-140.735	23.302	-1396.412	-546.804	-196.7261	231.8036	2.923122
1763320011530	-573.37	416.1325	-299.845	-475.922	-2340.814	373.076	-181.0874	282.9582	8.038585
1763320011550	-573.37	550.9175	-516.1625	-1256.722	-2872.49	1012.112	-140.0175	386.8752	67.81642
1763320011570	-573.37	573.37	-573.37	-2623.244	-2515.396	1276.73	-146.8869	451.33	147.91
1763320011590	-238.1225	163.4325	-342.9825	-3987.692	-505.934	1372.134	-161.9409	467.261	163.2563
1763320011610	106.9425	-41.6675	289.9575	-3002.908	-422.364	583.77	-144.4022	461.5609	155.3639
1763320011629	402.4475	-196.175	548.905	-1105.564	-1198.284	1370.426	-123.648	444.753	129.202
1763320011649	548.8175	-468.5975	573.37	187.636	-1054.08	970.754	-100.4092	367.2903	79.65507
1763320011669	573.37	-566.2475	573.37	393.572	-3094.042	1300.154	-148.4946	228.1497	21.04648
1763320011689	573.37	-573.37	201.8975	-1984.452	-3989.4	-1341.268	-214.9956	154.9254	40.04677
1763320011709	573.37	-462.2275	-162.3125	-3812.012	-3996.354	-3977.688	-255.0424	62.70096	172.318
1763320011729	355.53	63.0875	94.115	-2994.124	-2260.66	-3997.208	-260.1578	57.29319	204.6185
1763320011750	-359.345	248.7975	170.4325	-909.998	-2796.728	-3180.784	-273.3119	54.66238	176.4104
1763320011770	-573.37	402.4825	118.1775	-293.288	-2138.538	-555.832	-276.235	64.74715	141.7714
1763320011790	-573.37	205.1875	25.9175	-468.48	-727.12	-731.268	-273.1657	85.93978	91.93218
1763320011810	-573.37	140.84	34.6675	-420.9	-97.722	-1033.34	-264.981	118.3864	38.00058
1763320011830	-573.37	273.98	-33.3725	-281.088	-614.88	-814.838	-258.5501	155.0716	20.60801
1763320011850	-573.37	509.18	-222.2325	-276.574	-1564.894	205.326	-212.6571	243.0576	-1.169249
1763320011870	-573.37	573.37	-492.9575	-873.032	-2407.792	648.796	-176.8489	297.8661	9.207833
1763320011890	-573.37	573.37	-571.3575	-1530.124	-2051.552	759.206	-130.9559	390.5291	82.72434
1763320011910	-351.96	226.73	-524.5625	-3703.066	-293.532	-22.57	-145.2791	444.4607	130.5174
1763320011930	-163.8875	73.36	120.4875	-3996.11	803.126	-401.624	-153.61	452.9377	135.6328
1763320011950	170.5375	-129.43	512.5925	-1373.354	-307.318	1181.448	-117.8018	431.1605	131.8328
1763320011970	497.385	-478.0475	573.37	-47.824	-760.304	1262.578	-97.63226	394.183	105.817
1763320011990	573.37	-573.335	573.37	-29.28	-2945.08	792.268	-115.171	271.9965	41.80064
1763320012010	573.37	-573.37	321.79	-2097.424	-3988.18	-2216.984	-236.0421	121.6019	72.05495
1763320012030	573.37	-451.6575	107.8	-3166.51	-2962.77	-3984.52	-264.3964	76.87811	128.1789
1763320012050	52.99	4.13	186.2525	-1700.924	-967.948	-3997.208	-282.812	52.76235	193.803
1763320012070	-460.1975	412.23	180.39	-225.334	-2266.76	-2327.028	-291.4352	54.07775	172.9026
1763320012090	-573.37	503.825	37.905	-230.336	-1194.746	-559.004	-281.7889	77.90119	100.8477
1763320012110	-573.37	349.3175	-75.7225	-503.372	-81.74	-592.188	-261.7656	121.0172	42.82373
1763320012130	-573.37	395.8325	-92.7325	-576.694	-46.482	-354.776	-250.6577	148.0561	27.91581
1763320012150	-573.37	509.95	-152.145	-718.946	-368.562	249.49	-206.5186	204.6185	10.08477
1763320012170	-573.37	537.3025	-238.21	-1005.158	-325.862	757.132	-178.4566	241.1575	12.56942
1763320012190	-288.3125	403.9875	-173.8625	-1592.832	476.166	1474.126	-138.8483	299.4738	24.99269
1763320012210	206.22	-49.035	76.685	-1756.434	944.402	1722.518	-129.7866	306.7816	41.9468
1763320012230	514.9025	-476.3675	274.6975	-1239.154	-598.044	456.89	-142.6483	272.4349	21.6311
1763320012250	573.37	-573.37	274.855	-778.116	-1848.178	-1250.866	-209.734	186.9336	19.00029
1763320012270	573.37	-569.0125	78.0325	-172.02	-1788.032	-3976.956	-242.9114	135.0482	44.86992
1763320012290	36.0325	-10.5525	-85.7675	-237.534	-1051.03	-3997.208	-271.1195	92.95527	85.79362
1763320012310	-465.85	349.1425	-197.855	-128.588	-1347.246	-3997.208	-255.7731	96.90149	68.83952
1763320012330	-573.37	409.9025	-350.4725	0.976	-1286.002	-2093.764	-219.2341	146.4484	27.76966
1763320012350	-573.37	433.335	-506.8525	-386.74	-1830.854	-706.38	-168.518	238.3806	14.61561
1763320012370	-573.37	458.99	-566.2825	-924.15	-2490.752	49.654	-147.91	296.2584	16.51564
1763320012390	-573.37	476.4025	-573.37	-2012.268	-2652.036	438.956	-133.002	391.8445	82.8705
1763320012410	-465.2725	309.1375	-490.1225	-2829.912	-1811.334	315.858	-138.7021	433.0605	108.594
1763320012430	-219.205	106.33	-103.81	-3367.688	-546.072	142.862	-162.8179	467.261	148.7869
1763320012450	55.9825	-94.045	364.9975	-2241.994	-650.016	624.64	-148.9331	461.4148	150.8331
1763320012470	365.0675	-237.615	550.4275	-1098.976	-818.376	945.866	-131.3943	448.1146	137.8252
1763320012490	541.38	-462.2275	573.37	-131.028	-757.376	1320.406	-94.41683	384.5367	92.66296
1763320012510	541.38	-462.2275	573.37	-131.028	-757.376	1320.406	-102.8939	332.2128	54.66238
1763320012530	573.37	-561.75	573.37	479.46	-2991.318	155.184	-181.3797	189.4183	33.6159
1763320012550	573.37	-573.37	289.87	-112.85	-3988.546	-3965.976	-249.9269	86.67056	104.0631
1763320012570	570.4125	-247.7125	18.235	-745.054	-1974.082	-3997.208	-247.1499	73.66267	123.648
1763320012590	-284.41	160.2825	-117.2325	-401.014	-1669.57	-3997.208	-225.3727	102.8939	74.5396
1763320012610	-572.3375	355.915	-211.6275	-28.67	-1904.664	-2827.472	-203.8877	135.6328	48.23151
1763320012630	-573.37	375.9525	-361.935	65.148	-1737.28	-861.564	-159.4563	219.088	22.50804
1763320012650	-573.37	373.695	-530.635	-235.338	-1876.482	-94.794	-141.1868	266.4425	25.13885
1763320012670	-573.37	420.1925	-573.23	-737.124	-2346.06	467.626	-120.1403	363.4902	67.2318
1763320012690	-558.11	396.9875	-573.37	-1606.008	-2316.414	474.702	-138.1175	432.3297	116.6326
1763320012710	-367.0625	247.3975	-521.8675	-2637.64	-1612.84	317.322	-154.0485	456.8839	130.3712
1763320012730	-136.2025	38.325	-140.49	-3523.36	-113.094	-63.318	-158.1409	461.7071	146.0099
1763320012750	57.645	-55.93	410.76	-2646.424	398.208	538.63	-137.2406	451.9146	132.8559
1763320012770	363.825	-180.285	568.575	-1219.878	953.674	1314.55	-97.48611	391.1137	99.38614
1763320012790	542.71	-484.4	573.37	213.988	-939.034	1737.036	-125.5481	257.6732	44.72376
1763320012810	573.37	-573.37	573.37	-411.018	-3972.564	-162.748	-180.2104	180.5028	42.09295
1763320012830	573.37	-573.37	276.1325	-1488.156	-3382.328	-3968.416	-248.6115	84.03975	132.7097
1763320012850	321.0375	-139.9825	157.2725	-1325.408	-1676.28	-3997.208	-256.9424	66.20871	151.5639
1763320012870	-370.8425	184.0475	20.9125	74.908	-2491.484	-3997.208	-253.1423	91.34756	83.89359
1763320012890	-573.37	407.2425	-197.855	356.484	-2237.846	-1124.352	-206.5186	153.1716	33.90821
1763320012910	-573.37	328.1425	-460.4425	30.988	-1640.046	-282.064	-185.1798	203.157	15.78486
1763320012930	-573.37	302.33	-562.17	-897.676	-1891.61	-60.024	-155.9485	313.9433	29.37737
1763320012950	-573.37	398.16	-573.37	-1608.448	-2519.544	-20.374	-146.4484	367.8749	48.37767
1763320012970	-573.37	369.18	-556.1325	-2607.018	-1882.704	294.752	-153.61	438.6144	106.8401
1763320012990	-520.94	224.4725	-277.69	-3080.5	-1048.956	317.078	-159.6024	468.7226	157.1178
1763320013010	-297.815	56.0875	145.775	-2220.522	-417.728	666.73	-148.3484	464.7764	167.9333
1763320013030	7.3325	-113.4175	484.12	-1313.086	-149.084	1100.928	-114.2941	439.0529	152.587
1763320013050	339.8325	-308.0175	570.0625	-520.696	453.596	1304.546	-102.017	414.9371	130.5174
1763320013070	536.1475	-519.75	573.37	513.742	250.954	1333.704	-100.7015	324.3203	57.00087
1763320013090	573.37	-573.37	573.37	71.126	-3261.06	739.93	-198.48	176.5565	39.31599
1763320013110	573.37	-573.37	49.2625	-2209.542	-3990.742	-3961.34	-256.9424	115.0248	85.209
1763320013130	563.115	-235.4975	-17.3775	-3714.656	-1425.814	-3997.208	-274.1888	70.59339	134.0251
1763320013150	-290.15	144.62	32.41	-2079.978	-1306.986	-3997.208	-269.5118	75.70885	102.017
1763320013170	-573.37	488.5125	10.6575	-524.722	-2505.392	-2118.652	-245.1038	135.779	34.9313
1763320013190	-573.37	468.4925	-160.1775	-378.688	-1454.606	-487.878	-222.4496	176.2642	19.58492
1763320013210	-573.37	404.1975	-204.9075	-1055.788	-1054.446	-617.198	-184.3028	269.0734	-2.776966
1763320013230	-573.37	521.5175	-190.68	-1372.988	-1199.016	65.758	-139.8714	346.2438	49.2546
1763320013250	-573.37	571.0425	-203.14	-1489.742	-1284.538	610.488	-127.8866	379.5674	77.90119
1763320013270	-443.5725	573.37	-209.51	-1614.548	-1093.486	808.128	-110.6402	419.9064	139.5791
1763320013290	-229.4075	379.505	-115.4825	-1834.758	-415.532	844.118	-107.5709	427.5066	161.9409
1763320013310	14.7875	26.8625	137.725	-2456.836	489.098	969.168	-104.0631	427.0681	171.4411
1763320013330	317.8525	-222.39	482.9825	-1457.656	496.052	1399.706	-85.93978	389.3598	132.1251
1763320013350	529.585	-498.435	573.37	15.128	-354.044	2052.772	-78.77813	348.1438	97.63226
1763320013370	573.37	-573.37	543.5325	20.862	-3482.612	1150.338	-146.1561	223.0342	40.92371
1763320013390	573.37	-573.37	-0.4375	-2885.3	-3992.45	-1714.222	-214.411	158.7255	54.07775
1763320013410	573.37	-573.37	-219.555	-3984.032	-2969.846	-3980.494	-270.6811	66.50102	156.6793
1763320013430	53.095	-162.505	-41.9475	-2489.532	-889.624	-3997.208	-273.1657	54.51622	169.3949
